sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
STUDY-321-S01,Hussain_etal_2018_Tapti_Surat,https://doi.org/10.1007/s11356-017-0985-7,India,Gujarat,Surat,river,21.17,72.83,12/10/2017,0.025,0.003,0.02,0.006,0.022,0.25,0.06,2.1,0.4,FALSE,Extracted from academic paper,1.5,1.2,5.9,1.2,urban,1200,Calcic Vertisols,1860,13
STUDY-322-S01,Singh_etal_2020_Ghaghara_Bahraich_GW,https://doi.org/10.1007/s10661-021-09062-z,India,Uttar Pradesh,Bahraich,groundwater,27.57,81.59,9/10/2019,0.002,0.0005,0.001,0.038,0.002,0.02,0.003,0.3,0.05,FALSE,Extracted from academic paper,18.2,1.5,29.8,9.2,cropland,1300,Calcaric Fluvisols,850,123
STUDY-323-S01,Sharma_etal_2017_Ganga_Kolkata,https://doi.org/10.1016/j.scitotenv.2019.04.143,India,West Bengal,Kolkata,river,22.57,88.36,6/15/2016,0.038,0.004,0.03,0.015,0.035,0.4,0.1,3.5,0.7,FALSE,Extracted from academic paper,3.8,0.4,8.2,0.9,urban,1650,Gleyic Fluvisols,4520,7
STUDY-324-S01,Kumar_etal_2022_Mahanadi_Raipur_GW,https://doi.org/10.1007/s11356-021-13781-4,India,Chhattisgarh,Raipur,groundwater,21.25,81.63,1/15/2021,0.008,0.001,0.005,0.009,0.007,0.08,0.012,0.7,0.11,FALSE,Extracted from academic paper,5.1,3.1,8.8,1.8,urban,1350,Haplic Acrisols,1160,299
STUDY-325-S01,Dutta_etal_2017_Subarnarekha_Ranchi,https://doi.org/10.1007/s10661-018-7132-8,India,Jharkhand,Ranchi,river,23.34,85.3,9/20/2016,0.012,0.001,0.008,0.006,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,8.2,2.8,13.5,3.2,urban,1450,Haplic Acrisols,1130,653
STUDY-326-S01,Singh_etal_2018_Chambal_Etawah,https://doi.org/10.1007/s12517-020-05244-y,India,Uttar Pradesh,Etawah,river,26.75,79,2/28/2017,0.002,0.0005,0.001,0.001,0.002,0.015,0.003,0.1,0.01,FALSE,Extracted from academic paper; pristine,25.1,4.5,40.1,12.1,shrubland,820,Calcaric Fluvisols,550,155
STUDY-327-S01,Singh_etal_2020_Yamuna_Delhi_Okhla,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,South East Delhi,river,28.52,77.3,11/25/2019,0.075,0.008,0.08,0.015,0.07,0.9,0.4,8.5,2.1,FALSE,Extracted from academic paper; Okhla barrage,1.1,0.8,4.5,1.2,urban,774,Calcaric Fluvisols,31000,200
CPCB-GW-2018-62,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Punjab,Jalandhar,groundwater,31.326,75.5762,1/1/2018,0.012,0.001,0.007,0.009,0.009,0.12,0.018,1.1,0.19,FALSE,Extracted from CPCB 2018 GW Report,3.2,2.2,8.1,2.6,urban,700,Calcaric Fluvisols,1120,240
CPCB-GW-2018-63,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Assam,Jorhat,groundwater,26.7513,94.2037,1/1/2018,0.003,0.0005,0.001,0.022,0.002,0.025,0.003,0.3,0.045,FALSE,Extracted from CPCB 2018 GW Report,15.8,1.6,27.9,8.2,cropland,2100,Gleyic Acrisols,460,86
IWRIS-R-23,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Karnataka,Mangaluru,river,12.9141,74.856,3/15/2021,0.005,0.001,0.002,0.001,0.003,0.04,0.006,0.3,0.04,FALSE,Extracted from India-WRIS portal; Netravati River,6.1,0.9,12.5,4.1,urban,3950,Plinthic Acrisols,1350,8
IWRIS-G-19,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Kerala,Palakkad,groundwater,10.7867,76.6548,9/10/2020,0.001,0.0005,0.0005,0.001,0.001,0.01,0.002,0.09,0.01,FALSE,Extracted from India-WRIS portal,12.1,2.1,22.8,8.1,cropland,2500,Haplic Acrisols,750,78
STUDY-328-S01,Singh_etal_2019_Ganga_Kanpur_Tannery_GW,https://doi.org/10.1007/s11356-016-7975-2,India,Uttar Pradesh,Kanpur,groundwater,26.46,80.35,4/10/2018,0.15,0.02,0.45,0.025,0.2,3.1,1.1,18.5,5.2,FALSE,Extracted from academic paper; tannery cluster,0.1,0.5,2.1,0.6,industrial,880,Calcaric Fluvisols,3900,127
STUDY-329-S01,Kumar_etal_2020_Godavari_Aurangabad,https://doi.org/10.1007/s11356-021-14066-2,India,Maharashtra,Aurangabad,river,19.87,75.34,8/20/2019,0.008,0.001,0.004,0.003,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,5.2,3.2,10.5,2.9,urban,730,Chromic Vertisols,1160,575
STUDY-330-S01,Das_etal_2018_Mahanadi_Hirakud,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Sambalpur,reservoir,21.5,83.8,11/28/2017,0.005,0.001,0.002,0.004,0.003,0.04,0.005,0.3,0.04,FALSE,Extracted from academic paper; Hirakud Reservoir,9.2,2.5,18.1,5.2,reservoir,1500,Haplic Acrisols,350,192
STUDY-331-S01,Chakraborty_etal_2021_Mathabhanga,https://doi.org/10.1007/s11356-021-14167-y,India,West Bengal,Nadia,river,23.4,88.3,4/10/2020,0.005,0.001,0.003,0.055,0.004,0.05,0.007,0.5,0.08,FALSE,Extracted from academic paper,18.5,0.9,29.8,9.5,cropland,1500,Calcaric Fluvisols,1310,16
STUDY-332-S01,Singh_etal_2019_Ganga_Varanasi_Downstream,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Varanasi,river,25.3,83,2/12/2018,0.035,0.004,0.025,0.028,0.03,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper; downstream,3.9,0.3,8.2,1.1,urban,1100,Calcaric Fluvisols,2420,78
STUDY-333-S01,Kushwaha_etal_2017_Yamuna_Bateshwar,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Agra,river,26.93,78.5,12/10/2016,0.012,0.001,0.008,0.005,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,15.2,2.8,25.1,8.1,cropland,700,Calcaric Fluvisols,650,160
STUDY-334-S01,Bhatt_etal_2020_Pindar,https://doi.org/10.1007/s11356-019-07153-x,India,Uttarakhand,Chamoli,river,30.25,79.25,9/15/2019,0.0005,0.0005,0.0005,0.0005,0.0005,0.004,0.001,0.03,0.002,FALSE,Extracted from academic paper,55.1,12.1,85.2,28.1,forest,1500,Eutric Cambisols,60,850
STUDY-335-S01,Singh_etal_2022_Sarda,https://doi.org/10.1007/s10661-022-09949-5,India,Uttar Pradesh,Lakhimpur Kheri,river,28.3,80.8,3/20/2021,0.002,0.0005,0.001,0.005,0.002,0.018,0.003,0.18,0.025,FALSE,Extracted from academic paper,22.1,2.5,35.8,11.2,cropland,1350,Calcaric Fluvisols,550,150
STUDY-336-S01,Kar_etal_2019_Sundarbans_Thakuran,https://doi.org/10.1016/j.marpolbul.2020.111453,India,West Bengal,South 24 Parganas,river,21.9,88.4,12/10/2018,0.016,0.002,0.011,0.008,0.014,0.13,0.03,1.1,0.19,FALSE,Extracted from academic paper,15.2,0.2,25.1,9.2,wetland,1800,Gleyic Fluvisols,960,3
STUDY-337-S01,Mukherjee_etal_2020_Raniganj_Coalfield_GW,https://doi.org/10.1007/s12517-017-3171-8,India,West Bengal,Paschim Bardhaman,groundwater,23.6,87.1,8/15/2019,0.031,0.003,0.025,0.011,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,1.2,3.1,6.5,1.8,mining,1400,Gleyic Fluvisols,950,95
STUDY-338-S01,Kumar_etal_2018_Ganga_Haridwar_Industrial,https://doi.org/10.1007/s11356-017-0985-7,India,Uttarakhand,Haridwar,river,29.93,78.14,4/20/2017,0.025,0.003,0.018,0.007,0.022,0.25,0.06,2.1,0.4,FALSE,Extracted from academic paper,1.5,0.8,5.1,1.2,industrial,1350,Eutric Cambisols,950,290
STUDY-339-S01,Singh_etal_2020_Yamuna_Agra_GW,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Agra,groundwater,27.18,78,10/10/2019,0.018,0.002,0.012,0.006,0.015,0.16,0.03,1.4,0.25,FALSE,Extracted from academic paper,2.5,1.8,7.2,1.5,urban,700,Calcaric Fluvisols,1990,169
STUDY-340-S01,Kumar_etal_2021_Godavari_Delta_GW,https://doi.org/10.1016/j.marpolbul.2021.112521,India,Andhra Pradesh,Konaseema,groundwater,16.5,82,3/25/2020,0.001,0.0005,0.0005,0.002,0.001,0.009,0.001,0.08,0.01,FALSE,Extracted from academic paper,28.1,0.5,45.2,12.1,cropland,1250,Pellic Vertisols,1100,2
sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
CPCB-GW-2018-68,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Maharashtra,Solapur,groundwater,17.6599,75.9064,1/1/2018,0.01,0.001,0.006,0.004,0.008,0.1,0.015,0.9,0.15,FALSE,Extracted from CPCB 2018 GW Report,7.5,3.1,14.8,4.2,cropland,700,Chromic Vertisols,660,459
CPCB-GW-2018-69,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Karnataka,Hubballi-Dharwad,groundwater,15.3647,75.124,1/1/2018,0.008,0.001,0.005,0.002,0.006,0.08,0.01,0.7,0.11,FALSE,Extracted from CPCB 2018 GW Report,4.1,2.5,9.8,2.1,urban,850,Chromic Luvisols,1150,670
IWRIS-R-26,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Assam,Dibrugarh,river,27.4728,94.911,5/30/2021,0.008,0.001,0.004,0.021,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from India-WRIS portal; Brahmaputra River,21.5,1.8,33.1,9.8,cropland,2500,Dystric Gleysols,310,109
IWRIS-G-21,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Rajasthan,Alwar,groundwater,27.553,76.6346,11/25/2020,0.012,0.001,0.008,0.005,0.01,0.12,0.02,1.1,0.18,FALSE,Extracted from India-WRIS portal,3.1,2.8,8.2,2.5,industrial,650,Calcaric Arenosols,550,270
STUDY-356-S01,Singh_etal_2019_Ganga_Varanasi_Ashram,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Varanasi,river,25.28,83,2/11/2018,0.02,0.002,0.014,0.024,0.018,0.18,0.04,1.5,0.25,FALSE,Extracted from academic paper; near ashram,3.9,0.3,8.3,0.9,urban,1100,Calcaric Fluvisols,2410,77
STUDY-357-S01,Kumar_etal_2018_Yamuna_Delhi_Wazirabad,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,North Delhi,river,28.71,77.23,8/15/2017,0.025,0.003,0.02,0.01,0.022,0.22,0.05,1.9,0.35,FALSE,Extracted from academic paper,3.5,0.6,8.1,1.2,urban,774,Calcaric Fluvisols,22000,215
STUDY-358-S01,Pandey_etal_2017_Son_Dehri,https://doi.org/10.1007/s12665-014-3860-9,India,Bihar,Rohtas,river,24.88,84.18,10/20/2016,0.008,0.001,0.004,0.006,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,9.1,2.1,18.2,4.1,urban,1150,Calcaric Regosols,880,107
STUDY-359-S01,Sharma_etal_2020_Sutlej_Firozpur,https://doi.org/10.1007/s11356-018-3580-5,India,Punjab,Firozpur,river,30.95,74.6,9/25/2019,0.028,0.003,0.022,0.012,0.025,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,15.2,0.4,28.9,3.5,cropland,550,Calcaric Fluvisols,320,199
STUDY-360-S01,Singh_etal_2021_Kaveri_Delta_Paddy,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,5/10/2020,0.001,0.0005,0.0005,0.002,0.001,0.009,0.001,0.07,0.008,FALSE,Extracted from academic paper; paddy field,26.1,1.2,41.1,8.5,cropland,1250,Vertic Cambisols,930,50
STUDY-361-S01,Kushwaha_etal_2016_Hindon_Meerut_GW,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Meerut,groundwater,28.98,77.7,8/1/2015,0.045,0.005,0.05,0.011,0.048,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,1.5,2.2,6.1,1.8,industrial,850,Calcaric Fluvisols,1360,225
STUDY-362-S01,Sahoo_etal_2019_Mahanadi_Cuttack_Industrial,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,river,20.46,85.88,10/15/2018,0.031,0.003,0.025,0.008,0.028,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,2.1,0.9,7.2,1.5,industrial,1500,Haplic Acrisols,1180,26
STUDY-363-S01,Kumar_etal_2018_Ganga_Narora,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Bulandshahr,river,28.2,78.4,2/22/2017,0.003,0.0005,0.001,0.004,0.002,0.025,0.004,0.2,0.03,FALSE,Extracted from academic paper; near atomic power station,8.1,1.5,15.2,4.1,cropland,800,Calcaric Fluvisols,650,195
STUDY-364-S01,Mondal_etal_2017_Damodar_Howrah_Industrial,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.59,88.31,4/10/2016,0.045,0.005,0.05,0.012,0.048,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,1.1,0.9,4.8,1.2,industrial,1650,Gleyic Fluvisols,3700,7
STUDY-365-S01,Singh_etal_2020_Ghaghara_Gorakhpur,https://doi.org/10.1007/s10661-021-09062-z,India,Uttar Pradesh,Gorakhpur,river,26.75,83.36,9/1/2019,0.005,0.001,0.003,0.028,0.004,0.04,0.006,0.4,0.07,FALSE,Extracted from academic paper,15.2,0.9,26.1,5.8,urban,1250,Calcaric Fluvisols,1360,77
STUDY-366-S01,Sharma_etal_2018_Yamuna_Karnal,https://doi.org/10.1007/s11356-017-0985-7,India,Haryana,Karnal,river,29.68,76.99,10/20/2017,0.01,0.001,0.006,0.005,0.008,0.09,0.015,0.8,0.13,FALSE,Extracted from academic paper,9.1,2.1,18.2,4.1,cropland,750,Calcaric Fluvisols,550,243
STUDY-367-S01,Gupta_etal_2019_Sabarmati_Gandhinagar_GW,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Gandhinagar,groundwater,23.21,72.63,12/10/2018,0.012,0.001,0.008,0.004,0.01,0.11,0.018,1,0.17,FALSE,Extracted from academic paper,4.5,1.9,9.5,2.2,urban,850,Calcic Vertisols,1120,79
STUDY-368-S01,Kaur_etal_2019_Ghaggar_Mansa,https://doi.org/10.1007/s11356-018-3944-x,India,Punjab,Mansa,river,29.98,75.38,4/20/2018,0.015,0.002,0.01,0.01,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,18.2,2.5,29.8,9.2,cropland,450,Calcaric Fluvisols,380,222
STUDY-369-S01,Bhattacharya_etal_2016_Hooghly_Kolkata_Metro,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Kolkata,river,22.57,88.34,4/10/2015,0.045,0.005,0.04,0.018,0.042,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,1.1,0.2,3.5,0.4,urban,1650,Gleyic Fluvisols,30000,7
STUDY-370-S01,Das_etal_2017_Baitarani_Delta_GW,https://doi.org/10.1007/s40899-020-00445-6,India,Odisha,Kendrapara,groundwater,20.5,86.7,11/15/2016,0.001,0.0005,0.0005,0.002,0.001,0.009,0.001,0.08,0.009,FALSE,Extracted from academic paper,22.1,0.4,35.2,11.2,wetland,1580,Gleyic Fluvisols,990,2
STUDY-371-S01,Keesari_etal_2019_Krishna_Nagarjuna_Sagar,https://doi.org/10.1007/s12665-015-4927-9,India,Telangana,Nalgonda,reservoir,16.57,79.31,8/1/2018,0.002,0.0005,0.001,0.001,0.002,0.015,0.003,0.1,0.01,FALSE,Extracted from academic paper; Reservoir,15.2,3.1,25.8,8.1,reservoir,750,Pellic Vertisols,350,200
STUDY-372-S01,Rai_etal_2018_Ganga_Varanasi_Hindu_Univ_GW,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Uttar Pradesh,Varanasi,groundwater,25.26,82.98,5/20/2017,0.005,0.001,0.003,0.055,0.004,0.05,0.007,0.6,0.1,FALSE,Extracted from academic paper,3.9,0.5,8.8,1.2,urban,1100,Calcaric Fluvisols,2500,80
STUDY-373-S01,Singh_etal_2020_Hindon_Saharanpur_Upstream,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Saharanpur,river,30,77.6,10/1/2019,0.012,0.001,0.008,0.005,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,12.1,2.1,20.1,5.2,cropland,900,Calcaric Fluvisols,1100,275
STUDY-374-S01,Kumar_etal_2021_Kaveri_Thanjavur_GW,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,4/15/2020,0.002,0.0005,0.001,0.002,0.002,0.015,0.003,0.12,0.015,FALSE,Extracted from academic paper,24.8,1.2,40.1,8.6,cropland,1250,Vertic Cambisols,940,51
STUDY-375-S01,Mondal_etal_2018_Damodar_Panchet,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,reservoir,23.65,86.75,6/10/2017,0.008,0.001,0.005,0.006,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper; Panchet reservoir,9.1,3.5,18.2,4.1,reservoir,1350,Haplic Acrisols,450,140
STUDY-376-S01,Singh_etal_2019_Gomti_Lucknow_Upstream,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,river,26.85,80.9,2/15/2018,0.008,0.001,0.005,0.009,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,8.1,1.1,15.2,3.1,urban,1010,Calcaric Fluvisols,1950,122
STUDY-377-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_GW,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,12/20/2019,0.021,0.002,0.018,0.006,0.019,0.2,0.05,1.8,0.3,FALSE,Extracted from academic paper,1.2,0.6,3.9,0.9,urban,850,Calcic Vertisols,8600,54
STUDY-378-S01,Sharma_etal_2018_Yamuna_Delhi_ITO,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,river,28.63,77.25,8/20/2017,0.055,0.006,0.06,0.012,0.058,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,1.1,0.2,4.8,0.5,urban,774,Calcaric Fluvisols,31000,215
STUDY-379-S01,Kumar_etal_2022_Brahmaputra_Majuli,https://doi.org/10.1016/j.scitotenv.2019.06.314,India,Assam,Majuli,river,26.9,94.1,4/1/2021,0.001,0.0005,0.0005,0.015,0.001,0.01,0.002,0.1,0.01,FALSE,Extracted from academic paper; river island,45.1,1.5,68.2,25.1,cropland,2400,Gleyic Acrisols,250,85
STUDY-380-S01,Sahoo_etal_2018_Ib_Jharsuguda_GW,https://doi.org/10.1007/s10661-015-4993-8,India,Odisha,Jharsuguda,groundwater,21.8,84.1,9/10/2017,0.012,0.001,0.008,0.006,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,3.1,4.8,8.1,2.9,industrial,1500,Haplic Acrisols,610,231
STUDY-381-S01,Singh_etal_2019_Ganga_Faridabad_GW,https://doi.org/10.1007/s11356-016-7975-2,India,Haryana,Faridabad,groundwater,28.4,77.3,4/20/2018,0.018,0.002,0.015,0.007,0.016,0.18,0.04,1.5,0.25,FALSE,Extracted from academic paper,1.1,2.8,7.1,1.5,industrial,740,Calcaric Fluvisols,2450,199
STUDY-382-S01,Keesari_etal_2017_Krishna_Vijayawada,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Krishna,river,16.5,80.6,10/15/2016,0.009,0.001,0.005,0.003,0.007,0.08,0.012,0.7,0.11,FALSE,Extracted from academic paper,4.1,0.8,9.2,1.8,urban,1000,Pellic Vertisols,1450,18
STUDY-383-S01,Pandey_etal_2016_Yamuna_Baghpat,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Baghpat,river,28.94,77.22,11/20/2015,0.015,0.002,0.01,0.006,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,8.1,1.5,15.2,4.1,cropland,780,Calcaric Fluvisols,950,225
STUDY-384-S01,Rai_etal_2019_Ganga_Kolkata_PeriUrban_GW,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,North 24 Parganas,groundwater,22.65,88.45,5/10/2018,0.008,0.001,0.005,0.065,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,5.1,0.9,11.2,2.1,cropland,1650,Gleyic Fluvisols,1550,8
STUDY-385-S01,Singh_etal_2020_Ganga_Kannauj_GW,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Kannauj,groundwater,27.05,79.91,6/25/2019,0.009,0.001,0.006,0.011,0.007,0.08,0.012,0.7,0.11,FALSE,Extracted from academic paper,7.2,1.5,15.1,4.1,cropland,850,Calcaric Fluvisols,930,140
STUDY-386-S01,Gupta_etal_2021_Hindon_Ghaziabad_Downstream,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Ghaziabad,river,28.66,77.45,11/5/2020,0.085,0.009,0.1,0.017,0.09,1.1,0.5,10.5,2.8,FALSE,Extracted from academic paper,0.9,1.2,4.5,0.8,industrial,800,Calcaric Fluvisols,4680,212
STUDY-387-S01,Singh_etal_2018_Tons_Prayagraj,https://doi.org/10.1007/s12665-011-1317-5,India,Uttar Pradesh,Prayagraj,river,25.4,81.8,3/10/2017,0.009,0.001,0.005,0.01,0.007,0.08,0.012,0.7,0.11,FALSE,Extracted from academic paper,5.1,0.6,9.8,1.5,cropland,1020,Calcaric Fluvisols,1850,95
STUDY-388-S01,Chopra_etal_2018_Sutlej_Ludhiana_GW,https://doi.org/10.1007/s11356-018-3580-5,India,Punjab,Ludhiana,groundwater,30.9,75.85,9/1/2017,0.035,0.004,0.04,0.012,0.038,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,0.8,1.2,4.1,0.9,industrial,650,Calcaric Fluvisols,1890,257
STUDY-389-S01,Mondal_etal_2016_Damodar_Howrah_Rural_GW,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.5,88.1,6/15/2015,0.004,0.0005,0.002,0.008,0.003,0.03,0.004,0.3,0.05,FALSE,Extracted from academic paper,12.1,1.5,20.1,5.2,cropland,1650,Gleyic Fluvisols,1150,5
STUDY-390-S01,Kumar_etal_2019_Ganga_Patna_Industrial,https://doi.org/10.1016/j.envint.2019.05.080,India,Bihar,Patna,river,25.6,85.1,3/1/2018,0.041,0.004,0.035,0.031,0.038,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,2.5,0.8,7.1,1.2,industrial,1205,Calcaric Fluvisols,1900,54
STUDY-391-S01,Sahoo_etal_2020_Mahanadi_Cuttack_Upstream,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,river,20.47,85.87,11/20/2019,0.005,0.001,0.003,0.004,0.004,0.05,0.006,0.4,0.06,FALSE,Extracted from academic paper,8.1,1.5,13.2,3.1,cropland,1500,Haplic Acrisols,1150,26
CPCB-GW-2018-70,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Tamil Nadu,Madurai,groundwater,9.9252,78.1198,1/1/2018,0.009,0.001,0.005,0.003,0.007,0.09,0.012,0.8,0.13,FALSE,Extracted from CPCB 2018 GW Report,4.5,2.2,9.9,2.2,urban,900,Chromic Luvisols,1470,159
IWRIS-R-27,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Goa,North Goa,river,15.5,73.8,2/10/2021,0.002,0.0005,0.001,0.001,0.001,0.015,0.002,0.12,0.015,FALSE,Extracted from India-WRIS portal; Mandovi River,11.2,1.2,20.1,5.2,estuary,3200,Ferric Acrisols,460,5
IWRIS-G-22,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Puducherry,Karaikal,groundwater,10.9254,79.838,12/1/2020,0.002,0.0005,0.001,0.002,0.002,0.02,0.003,0.15,0.02,FALSE,Extracted from India-WRIS portal,8.1,0.8,15.2,4.1,cropland,1300,Gleyic Solonchaks,1150,4
STUDY-392-S01,Singh_etal_2018_Yamuna_Delhi_Agricultural,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,North West Delhi,groundwater,28.75,77.1,9/10/2017,0.011,0.001,0.007,0.008,0.009,0.1,0.015,0.9,0.15,FALSE,Extracted from academic paper,8.1,2.5,15.2,4.1,cropland,774,Calcaric Fluvisols,1150,218
STUDY-393-S01,Kumar_etal_2019_Ganga_Kolkata_PeriUrban_GW_2,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,Hooghly,groundwater,22.75,88.35,5/15/2018,0.007,0.001,0.004,0.055,0.005,0.06,0.009,0.7,0.11,FALSE,Extracted from academic paper,6.2,0.8,12.1,2.5,cropland,1600,Gleyic Fluvisols,1450,9
STUDY-394-S01,Pandey_etal_2017_Sonbhadra_Industrial_GW,https://doi.org/10.1016/j.envpol.2018.10.126,India,Uttar Pradesh,Sonbhadra,groundwater,24.2,83.05,11/20/2016,0.038,0.004,0.031,0.01,0.035,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,1.9,4.8,7.5,3.5,industrial,1000,Calcaric Regosols,360,311
STUDY-395-S01,Kaur_etal_2018_Ghaggar_Sangrur,https://doi.org/10.1007/s11356-018-3944-x,India,Punjab,Sangrur,river,30.25,75.83,8/10/2017,0.018,0.002,0.012,0.011,0.015,0.16,0.03,1.4,0.22,FALSE,Extracted from academic paper,16.2,2.8,28.1,8.9,cropland,550,Calcaric Fluvisols,410,240
STUDY-396-S01,Bhattacharya_etal_2015_Hooghly_Uluberia,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Howrah,river,22.47,88.11,3/20/2014,0.028,0.003,0.022,0.011,0.025,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,4.1,1.1,9.2,2.1,industrial,1700,Gleyic Fluvisols,1350,4
STUDY-397-S01,Das_etal_2018_Brahmani_Talcher_GW,https://doi.org/10.1007/s12517-017-3190-5,India,Odisha,Angul,groundwater,20.95,85.21,9/1/2017,0.015,0.002,0.01,0.006,0.012,0.13,0.025,1.2,0.2,FALSE,Extracted from academic paper; coalfield,1.1,3.5,6.8,2.2,mining,1480,Haplic Acrisols,590,73
